"datasetid","doi"
27046,"10.1023/A:1021675225099"
27047,"10.1023/A:1021675225099"
27048,"10.1023/A:1021675225099"
27049,"10.1023/A:1021675225099"
27050,"10.1023/A:1021675225099"
27051,"10.1023/A:1021675225099"
27052,"10.1023/A:1021675225099"
27053,"10.1023/A:1021675225099"
27054,"10.1023/A:1021675225099"
27055,"10.1023/A:1021675225099"
27056,"10.1023/A:1021675225099"
27057,"10.1023/A:1021675225099"
27058,"10.1023/A:1021675225099"
27059,"10.1023/A:1021675225099"
27060,"10.1023/A:1021675225099"
27061,"10.1023/A:1021675225099"
27062,"10.1023/A:1021675225099"
27063,"10.1023/A:1021675225099"
27064,"10.1023/A:1021675225099"
27065,"10.1023/A:1021675225099"
27066,"10.1023/A:1021675225099"
27067,"10.1111/j.1366-9516.2005.00154.x"
27068,"10.1111/j.1366-9516.2005.00154.x"
27069,"10.1111/j.1366-9516.2005.00154.x"
27070,"10.1111/j.1366-9516.2005.00154.x"
27071,"10.1111/j.1366-9516.2005.00154.x"
27072,"10.1111/j.1366-9516.2005.00154.x"
27073,"10.1111/j.1366-9516.2005.00154.x"
27074,"10.1111/j.1366-9516.2005.00154.x"
27075,"10.1002/jqs.1114"
27076,"10.1002/jqs.1114"
27077,"10.1002/jqs.1114"
27078,"10.1002/jqs.1114"
27079,"10.1002/jqs.1114"
27080,"10.1002/jqs.1114"
27081,"10.1002/jqs.1114"
27082,"10.1002/jqs.1114"
27083,"10.1002/jqs.1114"
27084,"10.1002/jqs.1114"
27085,"10.1002/jqs.1114"
27086,"10.1002/jqs.1114"
27087,"10.1002/jqs.1114"
27088,"10.1002/jqs.1114"
27089,"10.1002/jqs.1114"
27090,"10.1002/jqs.1114"
27091,"10.1002/jqs.1114"
27092,"10.1002/jqs.1114"
27093,"10.1002/jqs.1114"
27094,"10.1002/jqs.1114"
27095,"10.1002/jqs.1114"
27096,"10.1002/jqs.1114"
27097,"10.1002/jqs.1114"
27098,"10.1002/jqs.1114"
27099,"10.1002/jqs.1114"
27100,"10.1002/jqs.1114"
27101,"10.1002/jqs.1114"
27102,"10.1002/jqs.1114"
27103,"10.1002/jqs.1114"
27104,"10.1002/jqs.1114"
27105,"10.1002/jqs.1114"
27106,"10.1002/jqs.1114"
27107,"10.1002/jqs.1114"
27108,"10.1002/jqs.1114"
27109,"10.1002/jqs.1114"
27110,"10.1002/jqs.1114"
27111,"10.1002/jqs.1114"
27112,"10.1002/jqs.1114"
27113,"10.1002/jqs.1114"
27114,"10.1023/A:1021675225099"
27115,"10.1023/A:1021675225099"
27116,"10.1023/A:1021675225099"
27117,"10.1023/A:1021675225099"
27118,"10.1023/A:1021675225099"
27119,"10.1023/A:1021675225099"
27120,"10.1023/A:1021675225099"
27121,"10.1023/A:1021675225099"
27122,"10.1023/A:1021675225099"
27123,"10.1023/A:1021675225099"
27124,"10.1023/A:1021675225099"
27125,"10.1023/A:1021675225099"
27126,"10.1023/A:1021675225099"
27127,"10.1023/A:1021675225099"
27128,"10.1023/A:1021675225099"
27129,"10.1023/A:1021675225099"
27130,"10.1023/A:1021675225099"
27131,"10.1023/A:1021675225099"
27132,"10.1023/A:1021675225099"
27133,"10.1023/A:1021675225099"
27134,"10.1023/A:1021675225099"
27135,"10.1023/A:1021675225099"
27136,"10.1023/A:1021675225099"
27137,"10.1023/A:1021675225099"
27138,"10.1023/A:1021675225099"
27139,"10.1023/A:1021675225099"
27140,"10.1023/A:1021675225099"
27141,"10.1023/A:1021675225099"
27142,"10.1023/A:1021675225099"
27143,"10.1023/A:1021675225099"
27144,"10.1002/jqs.1114"
27145,"10.1002/jqs.1114"
27146,"10.1002/jqs.1114"
27147,"10.1002/jqs.1114"
27148,"10.1002/jqs.1114"
27149,"10.1002/jqs.1114"
27150,"10.1002/jqs.1114"
27151,"10.1002/jqs.1114"
27152,"10.1002/jqs.1114"
27153,"10.1177/0959683609354303"
27154,"10.1177/0959683609354303"
27155,"10.1177/0959683609354303"
27156,"10.1177/0959683609354303"
27157,"10.1177/0959683609354303"
27158,"10.1177/0959683609354303"
27159,"10.1177/0959683609354303"
27167,"10.1002/jqs.2584"
27168,"10.1002/jqs.2584"
27169,"10.1002/jqs.2584"
27170,"10.1002/jqs.2584"
27171,"10.1002/jqs.1114"
27172,"10.1002/jqs.1114"
27173,"10.1002/jqs.1114"
27174,"10.1002/jqs.1114"
27175,"10.1002/jqs.1114"
27176,"10.1002/jqs.1114"
27177,"10.1002/jqs.1114"
27178,"10.1002/jqs.1114"
27179,"10.1002/jqs.1114"
27180,"10.1002/jqs.1114"
27181,"10.1002/jqs.1114"
27182,"10.1002/jqs.1114"
27183,"10.1111/j.1366-9516.2005.00154.x"
27184,"10.1111/j.1366-9516.2005.00154.x"
27185,"10.1111/j.1366-9516.2005.00154.x"
27186,"10.1111/j.1366-9516.2005.00154.x"
27187,"10.1111/j.1366-9516.2005.00154.x"
27188,"10.1111/j.1366-9516.2005.00154.x"
27189,"10.1111/j.1366-9516.2005.00154.x"
27190,"10.1111/j.1366-9516.2005.00154.x"
27191,"10.1111/j.1366-9516.2005.00154.x"
27192,"10.1111/j.1366-9516.2005.00154.x"
27193,"10.1111/j.1366-9516.2005.00154.x"
27194,"10.1111/j.1366-9516.2005.00154.x"
27195,"10.1111/j.1366-9516.2005.00154.x"
27196,"10.1111/j.1366-9516.2005.00154.x"
27197,"10.1111/j.1366-9516.2005.00154.x"
27198,"10.1111/j.1366-9516.2005.00154.x"
27199,"10.1111/j.1366-9516.2005.00154.x"
27200,"10.1111/j.1366-9516.2005.00154.x"
27201,"10.1111/j.1366-9516.2005.00154.x"
27202,"10.1111/j.1366-9516.2005.00154.x"
27203,"10.1111/j.1366-9516.2005.00154.x"
27204,"10.1111/j.1366-9516.2005.00154.x"
27205,"10.1111/j.1366-9516.2005.00154.x"
27206,"10.1111/j.1366-9516.2005.00154.x"
27207,"10.1111/j.1366-9516.2005.00154.x"
27208,"10.1111/j.1366-9516.2005.00154.x"
27209,"10.1111/j.1366-9516.2005.00154.x"
27210,"10.1111/j.1366-9516.2005.00154.x"
27211,"10.1111/j.1366-9516.2005.00154.x"
27212,"10.1111/j.1366-9516.2005.00154.x"
27213,"10.1111/j.1366-9516.2005.00154.x"
27214,"10.1111/j.1366-9516.2005.00154.x"
27215,"10.1111/j.1366-9516.2005.00154.x"
27216,"10.1111/j.1366-9516.2005.00154.x"
27217,"10.1111/j.1366-9516.2005.00154.x"
27218,"10.1111/j.1366-9516.2005.00154.x"
27219,"10.1111/j.1366-9516.2005.00154.x"
27220,"10.1111/j.1366-9516.2005.00154.x"
27221,"10.1111/j.1366-9516.2005.00154.x"
27222,"10.1111/j.1366-9516.2005.00154.x"
27223,"10.1111/j.1366-9516.2005.00154.x"
27224,"10.1002/jqs.2584"
27225,"10.1002/jqs.2584"
27226,"10.1002/jqs.2584"
27227,"10.1002/jqs.2584"
27228,"10.1002/jqs.2584"
27229,"10.1177/0959683609354303"
27230,"10.1177/0959683609354303"
27231,"10.1177/0959683609354303"
27232,"10.1177/0959683609354303"
27233,"10.1177/0959683609354303"
27234,"10.1016/j.ejop.2017.03.006"
27235,"10.1016/j.ejop.2017.03.006"
27236,"10.1016/j.ejop.2017.03.006"
27237,"10.1016/j.ejop.2017.03.006"
27238,"10.1016/j.ejop.2017.03.006"
27239,"10.1016/j.ejop.2017.03.006"
27240,"10.1016/j.ejop.2017.03.006"
27241,"10.1016/j.ejop.2017.03.006"
27242,"10.1016/j.ejop.2017.03.006"
27243,"10.1016/j.ejop.2017.03.006"
27244,"10.1016/j.ejop.2017.03.006"
27245,"10.1016/j.ejop.2017.03.006"
27246,"10.1016/j.ejop.2017.03.006"
27247,"10.1016/j.ejop.2017.03.006"
27248,"10.1016/j.ejop.2017.03.006"
27249,"10.1016/j.ejop.2017.03.006"
27250,"10.1016/j.ejop.2017.03.006"
27251,"10.1016/j.ejop.2017.03.006"
27252,"10.1016/j.ejop.2017.03.006"
27253,"10.1016/j.ejop.2017.03.006"
27254,"10.1016/j.ejop.2017.03.006"
27255,"10.1016/j.ejop.2017.03.006"
27256,"10.1016/j.ejop.2017.03.006"
27257,"10.1016/j.ejop.2017.03.006"
27258,"10.1016/j.ejop.2017.03.006"
27259,"10.1016/j.ejop.2017.03.006"
27260,"10.1016/j.ejop.2017.03.006"
27261,"10.1016/j.ejop.2017.03.006"
27262,"10.1016/j.ejop.2017.03.006"
27263,"10.1016/j.ejop.2017.03.006"
27264,"10.1016/j.ejop.2017.03.006"
27265,"10.1016/j.ejop.2017.03.006"
27266,"10.1016/j.ejop.2017.03.006"
27267,"10.1016/j.ejop.2017.03.006"
27268,"10.1016/j.ejop.2017.03.006"
27269,"10.1016/j.ejop.2017.03.006"
27270,"10.1016/j.ejop.2017.03.006"
27271,"10.1016/j.ejop.2017.03.006"
27272,"10.1016/j.ejop.2017.03.006"
27273,"10.1016/j.ejop.2017.03.006"
27274,"10.1016/j.ejop.2017.03.006"
27275,"10.1016/j.ejop.2017.03.006"
27276,"10.1016/j.ejop.2017.03.006"
27277,"10.1016/j.ejop.2017.03.006"
27278,"10.1016/j.ejop.2017.03.006"
27279,"10.1016/j.ejop.2017.03.006"
27280,"10.1016/j.ejop.2017.03.006"
27281,"10.1016/j.ejop.2017.03.006"
27282,"10.1016/j.ejop.2017.03.006"
27283,"10.1016/j.ejop.2017.03.006"
27284,"10.1016/j.ejop.2017.03.006"
27285,"10.1016/j.ejop.2017.03.006"
27286,"10.1016/j.ejop.2017.03.006"
27287,"10.1016/j.ejop.2017.03.006"
27288,"10.1016/j.ejop.2017.03.006"
27289,"10.1016/j.ejop.2017.03.006"
27290,"10.1016/j.ejop.2017.03.006"
27291,"10.1016/j.ejop.2017.03.006"
27292,"10.1002/jqs.1114"
27292,"10.1023/A:1021675225099"
27293,"10.1002/jqs.1114"
27293,"10.1023/A:1021675225099"
27294,"10.1002/jqs.1114"
27294,"10.1023/A:1021675225099"
27295,"10.1002/jqs.1114"
27295,"10.1023/A:1021675225099"
27296,"10.1002/jqs.1114"
27296,"10.1023/A:1021675225099"
27297,"10.1002/jqs.1114"
27297,"10.1023/A:1021675225099"
27298,"10.1002/jqs.1114"
27298,"10.1023/A:1021675225099"
27299,"10.1002/jqs.1114"
27299,"10.1023/A:1021675225099"
27300,"10.1002/jqs.1114"
27300,"10.1023/A:1021675225099"
27301,"10.1002/jqs.1114"
27301,"10.1023/A:1021675225099"
27302,"10.1002/jqs.1114"
27302,"10.1023/A:1021675225099"
27303,"10.1002/jqs.1114"
27303,"10.1023/A:1021675225099"
27304,"10.1002/jqs.1114"
27304,"10.1023/A:1021675225099"
27305,"10.1002/jqs.1114"
27305,"10.1023/A:1021675225099"
27306,"10.1002/jqs.1114"
27306,"10.1023/A:1021675225099"
27307,"10.1002/jqs.1114"
27307,"10.1023/A:1021675225099"
27308,"10.1002/jqs.1114"
27308,"10.1023/A:1021675225099"
27309,"10.1002/jqs.1114"
27309,"10.1023/A:1021675225099"
27310,"10.1002/jqs.1114"
27310,"10.1023/A:1021675225099"
27311,"10.1002/jqs.1114"
27311,"10.1023/A:1021675225099"
27312,"10.1002/jqs.1114"
27312,"10.1023/A:1021675225099"
27313,"10.1002/jqs.1114"
27313,"10.1023/A:1021675225099"
27314,"10.1002/jqs.1114"
27314,"10.1023/A:1021675225099"
27315,"10.1002/jqs.1114"
27315,"10.1023/A:1021675225099"
27316,"10.1002/jqs.1114"
27316,"10.1023/A:1021675225099"
27317,"10.1002/jqs.1114"
27317,"10.1023/A:1021675225099"
27318,"10.1002/jqs.1114"
27318,"10.1023/A:1021675225099"
27319,"10.1002/jqs.1114"
27319,"10.1023/A:1021675225099"
27320,"10.1002/jqs.1114"
27320,"10.1023/A:1021675225099"
27321,"10.1002/jqs.1114"
27321,"10.1023/A:1021675225099"
27322,"10.1002/jqs.1114"
27322,"10.1023/A:1021675225099"
27323,"10.1002/jqs.1114"
27323,"10.1023/A:1021675225099"
27324,"10.1002/jqs.1114"
27324,"10.1023/A:1021675225099"
27325,"10.1002/jqs.1114"
27325,"10.1023/A:1021675225099"
27326,"10.1002/jqs.1114"
27326,"10.1023/A:1021675225099"
27327,"10.1002/jqs.1114"
27327,"10.1023/A:1021675225099"
27328,"10.1002/jqs.1114"
27328,"10.1023/A:1021675225099"
27329,"10.1002/jqs.1114"
27329,"10.1023/A:1021675225099"
27330,"10.1002/jqs.1114"
27330,"10.1023/A:1021675225099"
27331,"10.1002/jqs.1114"
27331,"10.1023/A:1021675225099"
27332,"10.1002/jqs.1114"
27332,"10.1023/A:1021675225099"
27333,"10.1002/jqs.1114"
27333,"10.1023/A:1021675225099"
27334,"10.1002/jqs.1114"
27334,"10.1023/A:1021675225099"
27336,"10.1111/bor.12235"
27337,"10.1111/bor.12235"
27348,"10.1002/jqs.2584"
27349,"10.1002/jqs.2584"
27350,"10.1002/jqs.2584"
27351,"10.1002/jqs.2584"
27352,"10.1002/jqs.2584"
27353,"10.1002/jqs.2584"
27354,"10.1002/jqs.2584"
27355,"10.1002/jqs.2584"
27356,"10.1002/jqs.2584"
27357,"10.1016/j.ejop.2017.03.006"
27358,"10.1016/j.ejop.2017.03.006"
27359,"10.1016/j.ejop.2017.03.006"
27360,"10.1016/j.ejop.2017.03.006"
27361,"10.1016/j.ejop.2017.03.006"
27362,"10.1016/j.ejop.2017.03.006"
27363,"10.1016/j.ejop.2017.03.006"
27364,"10.1016/j.ejop.2017.03.006"
27365,"10.1016/j.ejop.2017.03.006"
27366,"10.1016/j.ejop.2017.03.006"
27367,"10.1016/j.ejop.2017.03.006"
27368,"10.1016/j.ejop.2017.03.006"
27369,"10.1016/j.ejop.2017.03.006"
27370,"10.1016/j.ejop.2017.03.006"
27371,"10.1016/j.ejop.2017.03.006"
27372,"10.1016/j.ejop.2017.03.006"
27373,"10.1016/j.ejop.2017.03.006"
27374,"10.1016/j.ejop.2017.03.006"
27375,"10.1016/j.ejop.2017.03.006"
27376,"10.1016/j.ejop.2017.03.006"
27377,"10.1016/j.ejop.2017.03.006"
27378,"10.1016/j.ejop.2017.03.006"
27379,"10.1016/j.ejop.2017.03.006"
27380,"10.1016/j.ejop.2017.03.006"
27381,"10.1016/j.ejop.2017.03.006"
27382,"10.1016/j.ejop.2017.03.006"
27383,"10.1016/j.ejop.2017.03.006"
27384,"10.1016/j.ejop.2017.03.006"
27385,"10.1016/j.ejop.2017.03.006"
27386,"10.1016/j.ejop.2017.03.006"
27387,"10.1016/j.ejop.2017.03.006"
27388,"10.1016/j.ejop.2017.03.006"
27389,"10.1016/j.ejop.2017.03.006"
27390,"10.1016/j.ejop.2017.03.006"
27391,"10.1016/j.ejop.2017.03.006"
27392,"10.1016/j.ejop.2017.03.006"
27393,"10.1016/j.ejop.2017.03.006"
27394,"10.1016/j.ejop.2017.03.006"
27395,"10.1016/j.ejop.2017.03.006"
27396,"10.1016/j.ejop.2017.03.006"
27397,"10.1177/0959683609354303"
27398,"10.1177/0959683609354303"
27399,"10.1177/0959683609354303"
27400,"10.1177/0959683609354303"
27401,"10.1177/0959683609354303"
27402,"10.1002/jqs.1114"
27402,"10.1023/A:1021675225099"
27403,"10.1002/jqs.1114"
27403,"10.1023/A:1021675225099"
27404,"10.1002/jqs.1114"
27404,"10.1023/A:1021675225099"
27405,"10.1002/jqs.1114"
27405,"10.1023/A:1021675225099"
27406,"10.1002/jqs.1114"
27406,"10.1023/A:1021675225099"
27407,"10.1002/jqs.1114"
27407,"10.1023/A:1021675225099"
27408,"10.1002/jqs.1114"
27408,"10.1023/A:1021675225099"
27409,"10.1002/jqs.1114"
27409,"10.1023/A:1021675225099"
27410,"10.1002/jqs.1114"
27410,"10.1023/A:1021675225099"
27411,"10.1002/jqs.1114"
27411,"10.1023/A:1021675225099"
27412,"10.1002/jqs.1114"
27412,"10.1023/A:1021675225099"
27413,"10.1002/jqs.1114"
27413,"10.1023/A:1021675225099"
27414,"10.1002/jqs.1114"
27414,"10.1023/A:1021675225099"
27415,"10.1002/jqs.1114"
27415,"10.1023/A:1021675225099"
27416,"10.1002/jqs.1114"
27416,"10.1023/A:1021675225099"
27417,"10.1002/jqs.1114"
27417,"10.1023/A:1021675225099"
27418,"10.1002/jqs.1114"
27418,"10.1023/A:1021675225099"
27419,"10.1002/jqs.1114"
27419,"10.1023/A:1021675225099"
27420,"10.1002/jqs.1114"
27420,"10.1023/A:1021675225099"
27421,"10.1002/jqs.1114"
27421,"10.1023/A:1021675225099"
27422,"10.1002/jqs.1114"
27422,"10.1023/A:1021675225099"
27423,"10.1002/jqs.1114"
27423,"10.1023/A:1021675225099"
27424,"10.1002/jqs.1114"
27424,"10.1023/A:1021675225099"
27425,"10.1002/jqs.1114"
27425,"10.1023/A:1021675225099"
27428,"10.1002/jqs.2584"
27429,"10.1002/jqs.2584"
27430,"10.1002/jqs.2584"
27431,"10.1002/jqs.2584"
27432,"10.1002/jqs.2584"
27433,"10.1002/jqs.2584"
27434,"10.1002/jqs.2584"
27435,"10.1002/jqs.2584"
27436,"10.1002/jqs.2584"
27437,"10.1002/jqs.1114"
27437,"10.1002/jqs.2584"
27438,"10.1002/jqs.1114"
27438,"10.1002/jqs.2584"
27439,"10.1002/jqs.1114"
27439,"10.1002/jqs.2584"
27440,"10.1002/jqs.1114"
27440,"10.1002/jqs.2584"
27441,"10.1002/jqs.1114"
27441,"10.1002/jqs.2584"
27442,"10.1002/jqs.1114"
27442,"10.1002/jqs.2584"
27443,"10.1002/jqs.1114"
27443,"10.1002/jqs.2584"
27444,"10.1002/jqs.1114"
27444,"10.1002/jqs.2584"
27445,"10.1002/jqs.1114"
27445,"10.1002/jqs.2584"
27446,"10.1002/jqs.1114"
27446,"10.1002/jqs.2584"
27447,"10.1002/jqs.1114"
27447,"10.1002/jqs.2584"
27448,"10.1002/jqs.1114"
27448,"10.1002/jqs.2584"
27449,"10.1002/jqs.1114"
27449,"10.1002/jqs.2584"
27450,"10.1002/jqs.1114"
27450,"10.1002/jqs.2584"
27451,"10.1002/jqs.1114"
27451,"10.1002/jqs.2584"
27452,"10.1002/jqs.1114"
27452,"10.1002/jqs.2584"
27453,"10.1002/jqs.1114"
27453,"10.1002/jqs.2584"
27454,"10.1002/jqs.1114"
27454,"10.1002/jqs.2584"
27455,"10.1177/0959683609354303"
27456,"10.1177/0959683609354303"
27457,"10.1177/0959683609354303"
27458,"10.1177/0959683609354303"
27459,"10.1177/0959683609354303"
27460,"10.1177/0959683609354303"
27461,"10.1177/0959683609354303"
27462,"10.1023/A:1021675225099"
27463,"10.1023/A:1021675225099"
27464,"10.1023/A:1021675225099"
27465,"10.1023/A:1021675225099"
27466,"10.1023/A:1021675225099"
27467,"10.1023/A:1021675225099"
27468,"10.1023/A:1021675225099"
27469,"10.1023/A:1021675225099"
27470,"10.1023/A:1021675225099"
27471,"10.1023/A:1021675225099"
27472,"10.1023/A:1021675225099"
27473,"10.1023/A:1021675225099"
27474,"10.1023/A:1021675225099"
27475,"10.1023/A:1021675225099"
27476,"10.1023/A:1021675225099"
27477,"10.1023/A:1021675225099"
27478,"10.1023/A:1021675225099"
27479,"10.1023/A:1021675225099"
27480,"10.1023/A:1021675225099"
27481,"10.1023/A:1021675225099"
27482,"10.1023/A:1021675225099"
27483,"10.1023/A:1021675225099"
27484,"10.1002/jqs.1114"
27485,"10.1002/jqs.1114"
27486,"10.1002/jqs.1114"
27487,"10.1002/jqs.1114"
27488,"10.1002/jqs.1114"
27489,"10.1002/jqs.1114"
27490,"10.1002/jqs.1114"
27491,"10.1002/jqs.1114"
27492,"10.1002/jqs.1114"
27493,"10.1002/jqs.1114"
27494,"10.1002/jqs.1114"
27495,"10.1002/jqs.1114"
27496,"10.1002/jqs.2584"
27497,"10.1002/jqs.2584"
27498,"10.1002/jqs.2584"
27499,"10.1002/jqs.2584"
27500,"10.1002/jqs.2584"
27501,"10.1002/jqs.2584"
27502,"10.1002/jqs.2584"
27503,"10.1002/jqs.2584"
27504,"10.1002/jqs.2584"
27505,"10.1002/jqs.2584"
27506,"10.1002/jqs.2584"
27507,"10.1002/jqs.2584"
27508,"10.1002/jqs.2584"
27509,"10.1002/jqs.2584"
27510,"10.1002/jqs.2584"
27511,"10.1002/jqs.2584"
27514,"10.1002/jqs.2584"
27514,"10.1016/j.quaint.2013.05.054"
27515,"10.1002/jqs.2584"
27515,"10.1016/j.quaint.2013.05.054"
27516,"10.1002/jqs.2584"
27516,"10.1016/j.quaint.2013.05.054"
27517,"10.1002/jqs.2584"
27517,"10.1016/j.quaint.2013.05.054"
27518,"10.1002/jqs.2584"
27518,"10.1016/j.quaint.2013.05.054"
27519,"10.1002/jqs.2584"
27519,"10.1016/j.quaint.2013.05.054"
27532,"10.1177/0959683609354303"
27533,"10.1177/0959683609354303"
27534,"10.1177/0959683609354303"
27535,"10.1111/j.1366-9516.2005.00154.x"
27536,"10.1111/j.1366-9516.2005.00154.x"
27537,"10.1111/j.1366-9516.2005.00154.x"
27538,"10.1111/j.1366-9516.2005.00154.x"
27539,"10.1111/j.1366-9516.2005.00154.x"
27540,"10.1111/j.1366-9516.2005.00154.x"
27541,"10.1111/j.1366-9516.2005.00154.x"
27542,"10.1111/j.1366-9516.2005.00154.x"
27543,"10.1111/j.1366-9516.2005.00154.x"
27544,"10.1111/j.1366-9516.2005.00154.x"
27545,"10.1111/j.1366-9516.2005.00154.x"
27546,"10.1111/j.1366-9516.2005.00154.x"
27547,"10.1111/j.1366-9516.2005.00154.x"
27548,"10.1111/j.1366-9516.2005.00154.x"
27549,"10.1111/j.1366-9516.2005.00154.x"
27550,"10.1002/jqs.2584"
27550,"10.1016/j.quaint.2013.05.054"
27551,"10.1002/jqs.2584"
27551,"10.1016/j.quaint.2013.05.054"
27552,"10.1002/jqs.2584"
27552,"10.1016/j.quaint.2013.05.054"
27553,"10.1002/jqs.2584"
27553,"10.1016/j.quaint.2013.05.054"
27554,"10.1002/jqs.2584"
27554,"10.1016/j.quaint.2013.05.054"
27555,"10.1002/jqs.2584"
27555,"10.1016/j.quaint.2013.05.054"
27556,"10.1111/j.1366-9516.2005.00154.x"
27557,"10.1111/j.1366-9516.2005.00154.x"
27558,"10.1111/j.1366-9516.2005.00154.x"
27559,"10.1111/j.1366-9516.2005.00154.x"
27560,"10.1111/j.1366-9516.2005.00154.x"
27561,"10.1111/j.1366-9516.2005.00154.x"
27562,"10.1111/j.1366-9516.2005.00154.x"
27563,"10.1111/j.1366-9516.2005.00154.x"
27564,"10.1111/j.1366-9516.2005.00154.x"
27565,"10.1002/jqs.1114"
27566,"10.1002/jqs.1114"
27567,"10.1002/jqs.1114"
27568,"10.1002/jqs.1114"
27569,"10.1002/jqs.1114"
27570,"10.1002/jqs.1114"
27571,"10.1002/jqs.1114"
27572,"10.1002/jqs.1114"
27573,"10.1002/jqs.1114"
27574,"10.1002/jqs.1114"
27575,"10.1111/j.1366-9516.2005.00154.x"
27576,"10.1111/j.1366-9516.2005.00154.x"
27577,"10.1111/j.1366-9516.2005.00154.x"
27578,"10.1111/j.1366-9516.2005.00154.x"
27579,"10.1111/j.1366-9516.2005.00154.x"
27580,"10.1111/j.1366-9516.2005.00154.x"
27581,"10.1111/j.1366-9516.2005.00154.x"
27582,"10.1111/j.1366-9516.2005.00154.x"
27583,"10.1002/jqs.1114"
27583,"10.1023/A:1021675225099"
27584,"10.1002/jqs.1114"
27584,"10.1023/A:1021675225099"
27585,"10.1002/jqs.1114"
27585,"10.1023/A:1021675225099"
27586,"10.1002/jqs.1114"
27586,"10.1023/A:1021675225099"
27587,"10.1002/jqs.1114"
27587,"10.1023/A:1021675225099"
27588,"10.1002/jqs.1114"
27588,"10.1023/A:1021675225099"
27589,"10.1002/jqs.1114"
27589,"10.1023/A:1021675225099"
27590,"10.1002/jqs.1114"
27590,"10.1023/A:1021675225099"
27591,"10.1002/jqs.1114"
27591,"10.1023/A:1021675225099"
27592,"10.1002/jqs.1114"
27592,"10.1023/A:1021675225099"
27593,"10.1002/jqs.1114"
27593,"10.1023/A:1021675225099"
27594,"10.1002/jqs.1114"
27594,"10.1023/A:1021675225099"
27595,"10.1002/jqs.1114"
27595,"10.1023/A:1021675225099"
27596,"10.1002/jqs.1114"
27596,"10.1023/A:1021675225099"
27597,"10.1002/jqs.1114"
27597,"10.1023/A:1021675225099"
27598,"10.1002/jqs.1114"
27598,"10.1023/A:1021675225099"
27599,"10.1002/jqs.1114"
27599,"10.1023/A:1021675225099"
27600,"10.1002/jqs.1114"
27600,"10.1023/A:1021675225099"
27601,"10.1002/jqs.1114"
27601,"10.1023/A:1021675225099"
27602,"10.1002/jqs.1114"
27602,"10.1023/A:1021675225099"
27603,"10.1002/jqs.1114"
27603,"10.1023/A:1021675225099"
27604,"10.1002/jqs.1114"
27604,"10.1023/A:1021675225099"
27605,"10.1002/jqs.1114"
27605,"10.1023/A:1021675225099"
27606,"10.1002/jqs.1114"
27606,"10.1023/A:1021675225099"
27607,"10.1002/jqs.1114"
27607,"10.1023/A:1021675225099"
27608,"10.1002/jqs.1114"
27608,"10.1023/A:1021675225099"
27609,"10.1002/jqs.1114"
27609,"10.1023/A:1021675225099"
27610,"10.1002/jqs.1114"
27610,"10.1023/A:1021675225099"
27611,"10.1002/jqs.1114"
27611,"10.1023/A:1021675225099"
27612,"10.1002/jqs.1114"
27612,"10.1023/A:1021675225099"
27613,"10.1002/jqs.1114"
27613,"10.1023/A:1021675225099"
27614,"10.1002/jqs.1114"
27614,"10.1023/A:1021675225099"
27615,"10.1111/j.1366-9516.2005.00154.x"
27616,"10.1111/j.1366-9516.2005.00154.x"
27617,"10.1111/j.1366-9516.2005.00154.x"
27618,"10.1111/j.1366-9516.2005.00154.x"
27619,"10.1111/j.1366-9516.2005.00154.x"
27620,"10.1111/j.1366-9516.2005.00154.x"
27621,"10.1111/j.1366-9516.2005.00154.x"
27622,"10.1002/jqs.1114"
27623,"10.1002/jqs.1114"
27624,"10.1002/jqs.1114"
27625,"10.1002/jqs.1114"
27626,"10.1002/jqs.1114"
27627,"10.1002/jqs.1114"
27628,"10.1002/jqs.1114"
27629,"10.1002/jqs.1114"
27630,"10.1002/jqs.1114"
27631,"10.1002/jqs.1114"
27632,"10.1002/jqs.1114"
27633,"10.1002/jqs.1114"
27634,"10.1002/jqs.1114"
27635,"10.1002/jqs.1114"
27636,"10.1002/jqs.1114"
27637,"10.1002/jqs.1114"
27638,"10.1002/jqs.1114"
27639,"10.1002/jqs.1114"
27640,"10.1002/jqs.1114"
27641,"10.1002/jqs.1114"
27642,"10.1002/jqs.1114"
27643,"10.1002/jqs.1114"
27644,"10.1002/jqs.1114"
27645,"10.1002/jqs.1114"
27646,"10.1002/jqs.1114"
27647,"10.1002/jqs.1114"
27648,"10.1002/jqs.1114"
27649,"10.1002/jqs.1114"
27650,"10.1002/jqs.1114"
27651,"10.1002/jqs.1114"
27652,"10.1002/jqs.1114"
27653,"10.1002/jqs.1114"
27654,"10.1002/jqs.1114"
27655,"10.1002/jqs.1114"
27656,"10.1002/jqs.2584"
27657,"10.1002/jqs.2584"
27658,"10.1002/jqs.2584"
27659,"10.1002/jqs.2584"
27660,"10.1002/jqs.2584"
27661,"10.1002/jqs.2584"
27675,"10.1023/A:1021675225099"
27676,"10.1023/A:1021675225099"
27677,"10.1023/A:1021675225099"
27678,"10.1023/A:1021675225099"
27679,"10.1023/A:1021675225099"
27680,"10.1023/A:1021675225099"
27681,"10.1023/A:1021675225099"
27682,"10.1023/A:1021675225099"
27683,"10.1023/A:1021675225099"
27684,"10.1023/A:1021675225099"
27685,"10.1023/A:1021675225099"
27686,"10.1023/A:1021675225099"
27687,"10.1023/A:1021675225099"
27688,"10.1023/A:1021675225099"
27689,"10.1023/A:1021675225099"
